label,rnd_seed,features,main_text,tokens,tok_per_sec
TEST3,1436308336362,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth on a bench. It had yellow shiny fur and round eyes. Lily thought it was very pretty. She said, ""Can I have it?""
The Shog nice and comfy for Lily. He gently rubbed her head and said, ""Yes, you can have it. You look very nice, too.""
Lily thanked him and hugged the Shog. She said, ""You're very nice. Thank you for rubbing me. You're very nice.""
They became friends and played together. Lily learned many things from the Shog. She learned about patterns and shapes. She learned to appreciate her shter and her friend. She learned that cats are not always good.",164,1.281145
TEST3,1436308336362,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth on a sunny day. It was beautiful, and had white and pink eyes. Lily was so excited that she could hardly wait to show it to her mom.
But when Lily started playing with the shamberries, her mom was not happy. She told Lily she had to throw the pits away because she had been throwing them. Lily was very upset, and she wanted to keep the pink leaves.
Lily felt sad and gave the pits to her mom. Her mom said to her, ""Lily, if you want something, you can't have a pink toy. But you can choose to buy something for your room."" Lily thought for a moment and then decided to give her pink toys away to her room to make more pink treats.
Lily learned an important lesson that day. Even though something doesn't have a smile on it, it can also bring something good to you. She also learned to choose things that make her happy.",224,1.006296
TEST3,1436308336362,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth on a sunny day. It was beautiful, and had white and pink eyes. Lily was so excited that she could hardly wait to show it to her mom.
But when Lily started playing with the shamberries, her mom was not happy. She told Lily she had to throw the pits away because she had been throwing them. Lily was very upset, and she wanted to keep the pink leaves.
Lily felt sad and gave the pits to her mom. Her mom said to her, ""Lily, if you want something, you can't have a pink toy. But you can choose to buy something for your room."" Lily thought for a moment and then decided to give her pink toys away to her room to make more pink treats.
Lily learned an important lesson that day. Even though something doesn't have a smile on it, it can also bring something good to you. She also learned to choose things that make her happy.",224,4.317022
TEST3,1436308336362,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth on a sunny day. It was not normal for it. It was a very big and shiny thing. Lily thought it was special and wanted to take it home. But her mother said it belonged to the shade where it was too hot.
Lily was very sad and thought about how she had almost taken the shade. She didn't want anyone else to know that the shade was special. So, she went to the shade for a while, but when she got there, she saw that it was a big surprise.
The shade was too hot to touch, so Lily had to accept that it was not normal for a shade for her. She put it down on the ground and went to play with her toys.
That night, Lily's mother tucked her into bed and asked, ""Where is the shade for you to take home, my dear. What do you want to do when you grow up?""
Lily thought about it for a moment and then replied, ""I want to play outside, even if the shade is normal for me.""",242,4.437248
TEST5,2475538856410,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was so excited and asked, ""What is it?""
The Shtergent cooler said, ""It's a gift for someone special.""
Lily asked, ""What is it?""
The Shterpressed, ""It's a surprise!""
Lily was confused, so the Shog said, ""It is a surprise. Would you like to know?""
Lily nodded eagerly and the Shog re circles the two halves of the box. It made Lily giggle.
The Shter reflower smiled and said, ""That's a surprise! I can tell you it is for you."" 
Lily thanked the Shapegler, thanked the Shapegog, and walked away with the paper with the surprise inside.",180,1.277938
TEST5,2475538856410,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was so excited and asked the Shoggve why it was there. The Shoggoss said that he was looking for something special and he wanted to show it to Lily.
Lily and the ShogGoss went to the fair. Lily was having a great time. She had so much fun and thanks the Shoggin done!
Afterwards, the ShogGady appeared again. He let Lily lead him around the fair and they had a great time.
As the sun set, Lily and ShogGin Goggin went home. They both had a very happy day!",146,1.013082
TEST5,2475538856410,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. She was so excited and asked the Shoggve why it was there. The Shoggoss said that he was looking for something special and he wanted to show it to Lily.
Lily and the ShogGoss went to the fair. Lily was having a great time. She had so much fun and thanks the Shoggin done!
Afterwards, the ShogGady appeared again. He let Lily lead him around the fair and they had a great time.
As the sun set, Lily and ShogGin Goggin went home. They both had a very happy day!",146,4.444989
TEST5,2475538856410,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. She was so excited and asked the Shoggam that she said, ""Wow, this is a big cooler!""
The Shwngamamam person smiled and said, ""Yes, it is! We will use it to help other kids who are suffering from cold walks.""
Lily asked, ""What's a wallet?""
The Shape Glassamam said, ""It's a special safe that keeps people safe.""
Lily said, ""Oh. That's so nice. I will take it home with me.""
The Shape Gogam reeled the wallet in Lily's pocket.
Lily said, ""This will keep us safe and warm.""
When Lily got home, the two friends snuggled together and enjoyed the cool fresh air. Lily thanked the Shirt GogG wore the big cooler and ran home, feeling happy and refreshed.",214,4.476831
TEST6,2845809238121,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth on the beach. The Shog had sharp edges and felt comfortable. Lily felt happy and wanted to play with the Shgyg'.
""Hi Shog, what's your name?"" asked Lily.
""My name is Shinky,"" replied the Shog.
Lily and Shinky became fast friends and played together all day. But when it was time to go home, Lily wanted Shinky to go too.
""Can you let me borrow your treasure?"" asked Lily.
""I don't want to go now,"" said Shigoc slur.
""Oh, I'll be back soon,"" said Lily with a sad face.
The next day, Lily went to find ShadowG belongs to her. She looked everywhere but couldn't find him. Lily was very upset and missed her friend very much. From that day on, Lily never forgot to bring ShinGink for sale.",214,1.007141
TEST6,2845809238121,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth on the beach. The Shog had sharp edges and felt comfortable. Lily felt happy and wanted to play with the Shgyg'.
""Hi Shog, what's your name?"" asked Lily.
""My name is Shinky,"" replied the Shog.
Lily and Shinky became fast friends and played together all day. But when it was time to go home, Lily wanted Shinky to go too.
""Can you let me borrow your treasure?"" asked Lily.
""I don't want to go now,"" said Shigoc slur.
""Oh, I'll be back soon,"" said Lily with a sad face.
The next day, Lily went to find ShadowG belongs to her. She looked everywhere but couldn't find him. Lily was very upset and missed her friend very much. From that day on, Lily never forgot to bring ShinGink for sale.",214,4.332648
TEST6,2845809238121,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth on the beach. The Shog had blue scales and green eyes. It was huge. Lily was excited to have a new friend.
Lily said, ""Hello Shog, do you want to play with me?""
The Shog replied, ""Yes, I would love to play with you!""
Lily smiled and said, ""Let's build a sandcastle!""
The Shog shined happily and they built a huge sandcastle. Lily said, ""Wow, it's really big!""
The Shog smiled again and said, ""Thank you for playing with me. You make me happy.""
Lily smiled back and said, ""Me too! Let's build another sandcastle together!""",163,4.583184
TEST7,3349014659374,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was amazed and shouted with delight.
""What are you doing with it?"" asked Mom.
""I'm going to find out who owns this!"" Lily said with a big smile.
Mom smiled too. ""That's very compassionate of you to tell us where you found it,"" she said.
Lily had found two big, round faces at the edge of the park. The two faces lit up with joy. ""I like to use this saw to point at things.""
Mom was so proud. She looked at the trees and the sun and made them shine. She said, ""That's right Lily, it's very important to find something that belongs to you."" 
Lily was very pleased with the finding and she went on more adventures with her shining sawor in the park.",198,1.275943
TEST7,3349014659374,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was amazed and shouted with excitement.
""What do you have in mind, Shog?"" asked Lily.
""I'm a magic too,"" Shog reelled in Lily's hand.
Lily smiled and said, ""Let's go ask your mum?""
But, when they reached for Lily's mum's surprise was on her last! Her mum said, ""She won't know. She is here to sell some special objects"".
Lily was surprised but also excited. She had the luck! She asked the shopkeeper where she should find the key.
The shopkeeper said, ""I found it at the store. It's in my bag. It's worth a lot of money!""
Lily's mum was really lucky. She had to decide what to buy. The shopkeeper explained to her that the key was very valuable and important. 
Lily was very happy to buy the key and thanked the shopkeeper. From then on, Lily and her mum went to the park together.",245,1.004245
TEST7,3349014659374,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. She was amazed and shouted with excitement.
""What do you have in mind, Shog?"" asked Lily.
""I'm a magic too,"" Shog reelled in Lily's hand.
Lily smiled and said, ""Let's go ask your mum?""
But, when they reached for Lily's mum's surprise was on her last! Her mum said, ""She won't know. She is here to sell some special objects"".
Lily was surprised but also excited. She had the luck! She asked the shopkeeper where she should find the key.
The shopkeeper said, ""I found it at the store. It's in my bag. It's worth a lot of money!""
Lily's mum was really lucky. She had to decide what to buy. The shopkeeper explained to her that the key was very valuable and important. 
Lily was very happy to buy the key and thanked the shopkeeper. From then on, Lily and her mum went to the park together.",245,4.279532
TEST7,3349014659374,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. She was amazed and shouted with excitement.
""What do you have here, Shog?"", asked Lily.
""I found a beautiful pattern to keep.""
""Wow! I can use it to make something special"".
Lily and Shogor each happy experienced with their little homework that they had seen before.
One day, Lily decided to keep the pattern they found in the park. But when they started to sort through it, the pattern disappeared in different directions. Lily and Shog couldn't find it anywhere. 
They searched and searched, but still couldn't find the pattern.
Lily was very sad. Then, something magical happened. The pattern appeared in the sky and it was perfect! 
Lily was so happy, she hugged the pattern tightly. 
""Thank you Shog for helping me sort the pattern!"" she said. 
The very next day, Lily and Shog played and laughed in the park.",225,4.463276
TEST8,3860475207518,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth at the park. She was very excited to meet him and see what he had for her. She asked him: ""What are you doing here?""
The Shwn Monster said: ""I am there to feed and drink. You can come any time. I am very hungry and has a nice treat for you.""
Lily nodded. She asked if she could hold the coin in her hand and then shout: ""It will taste delicious!""
The Sh eight Monster laughed and said: ""Yes, sure! Come, I will give you a feast. I will give you the coin if you promise to be my friend.""
Lily was thrilled. She said: ""Yes, I promise! I will be your friend!""
The Sh six Monster smiled and took the coin in his mouth. He put it in his pocket and said: ""Whenever you want, you must share your toys and play with them!""
Lily smiled, thanked the Shfrigerator, and ran to tell her family and friends.",229,1.271480
TEST8,3860475207518,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth at the park. She was very excited to meet it, so she asked her mum if she could take it home.
Her mum said, ""No, Lily. Shog has to be with you for a few weeks. It’s time to leave now.""
Lily was disappointed, but she accepted her mum’s offer. ""Okay mum, I'll wait."" She said.
Suddenly, a loud noise woke up a bear. It was angry! Lily and her mum ran away as fast as they could.
When they reached the bottom, the bear was a little bit confused and stopped when it was its turn. It looked around and saw the shade of a tree. It ran away to make friends with the bear.
The bear saw Lily and her mum and said, ""Let me join you, Lily.""
Lily was happy that the bear came to meet them and agreed. They all shared a nice meal and had a nice time together.",227,1.006079
TEST8,3860475207518,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth at the park. She was very excited to meet it, so she asked her mum if she could take it home.
Her mum said, ""No, Lily. Shog has to be with you for a few weeks. It’s time to leave now.""
Lily was disappointed, but she accepted her mum’s offer. ""Okay mum, I'll wait."" She said.
Suddenly, a loud noise woke up a bear. It was angry! Lily and her mum ran away as fast as they could.
When they reached the bottom, the bear was a little bit confused and stopped when it was its turn. It looked around and saw the shade of a tree. It ran away to make friends with the bear.
The bear saw Lily and her mum and said, ""Let me join you, Lily.""
Lily was happy that the bear came to meet them and agreed. They all shared a nice meal and had a nice time together.",227,4.313056
TEST8,3860475207518,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth at the park. She was very excited to meet it and asked, ""What are you doing here?""
The Shog started to move around and said, ""I'm going to the market to spend some time. Do you want to come?"" 
Lily was so excited she nodded her head yes. She quickly ran to her mother and asked, ""Can I spend some money with the Shudyenner?"" 
Her mother smiled and said, ""No, Lily. We can't spend a lot of money. We need to spend money on other things we want.""
Lily was disappointed but she learned an important lesson. Every day, she would spend her money on something else. She was so proud of herself for learning to value new things.",173,4.560586
TEST9,4361429363168,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. She asked her Mom if she could play with it. Her Mom said yes, but to be careful.
Lily grabbed the shin pink pen and took it outside to the playground. There were lots of bright colors on the playground.
Lily pointed to the colorful ones and asked her Mom if she could write a story with them. Her Mom said yes, so Lily started writing.
When she finished, Lily was excited. She asked her Mom if they could go and play on the playground. Her Mom said yes, so they went to the playground.
Lily read the stories to the Shog together, and then she wrote one one about the bright sun. They read and wrote until the sun was out.
Lily was happy, and her Mom said it was time to go home. As she walked away, Lily looked back and said a prayer. She had a very special day and thanked her Mom for taking her to the playground.",227,1.271894
TEST9,4361429363168,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. She asked her dad if she could ride it. He said, ""Sure, but it's very expensive. You need to be careful."" 
So Lily and her dad got to work. After lots of hard work, they were successful! Lily was so happy that she asked her dad for a ride. 
But her dad said, ""No, that's too expensive. We need to save money."" 
Lily was sad but she understood. She learned that sometimes we can't always get what we want. She was still thankful for her dad's advice.",141,1.014179
TEST9,4361429363168,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. She asked her dad if she could ride it. He said, ""Sure, but it's very expensive. You need to be careful."" 
So Lily and her dad got to work. After lots of hard work, they were successful! Lily was so happy that she asked her dad for a ride. 
But her dad said, ""No, that's too expensive. We need to save money."" 
Lily was sad but she understood. She learned that sometimes we can't always get what we want. She was still thankful for her dad's advice.",141,4.466173
TEST9,4361429363168,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. She asked her dad if she could sell it. He said it was a very special toy and that she should be happy.
Lily was sad. She wanted to buy something from her dad, but she had no money. She thought and thought and then came up with a plan. She took a big step and ran around the store. Everyone was shocked and they couldn't believe it.
Lily's dad was happy. He knew that money was important. He told Lily he had a better idea. He said that if she was happy, she could buy something from him.
Lily was so excited and smiled a lot. She was the one who helped her sell her new toy. From then on, she was always happy.",172,4.564130
TEST10,4752843955480,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. It had two big eyes and a shiny black cheeks. Lily was excited and said, ""Hello, Shog? What is your name?""
The Shter Goggin replied, ""My name is Goggin. I'm here to count and see how many little friends I have. We're having a race and who's going the fastest wins!""
Lily was envious and said, ""I wish I could race with you and your friends. I wish I had a sparkler to play with.""
Gog reappeared and said, ""That's not fair. But you can have one too. I have a sparkler at home.""
Lily was happy and said, ""Thank you, Shoggzer. I love playing with you."" And from that day on, Lily and Goggum became the best of friends and played together every day.",206,1.007838
TEST10,4752843955480,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It had two big eyes and a shiny black cheeks. Lily was excited and said, ""Hello, Shog? What is your name?""
The Shter Goggin replied, ""My name is Goggin. I'm here to count and see how many little friends I have. We're having a race and who's going the fastest wins!""
Lily was envious and said, ""I wish I could race with you and your friends. I wish I had a sparkler to play with.""
Gog reappeared and said, ""That's not fair. But you can have one too. I have a sparkler at home.""
Lily was happy and said, ""Thank you, Shoggzer. I love playing with you."" And from that day on, Lily and Goggum became the best of friends and played together every day.",206,4.345575
TEST10,4752843955480,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It had two big eyes and a shiny black mark. Lily was very curious and asked the Shapegise, “What is this?”
The ShapeGlass rewards answered, “This is a safe home for us. We should put it here in there so that no one gets hurt.”
Lily thanked the Shapeg David, grabbed the safety screw and put it in her pocket. She thanked the Shapegent, who explained that it was a safe place for them to find safe things.
Lily went home, happy and proud of her safe home. She decided to look for safe things in the park, like a small rock or a snake, but she never forgot the Sharing with the ShapeG assistance.",175,4.548198
TEST11,5248978096490,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. It was a modern toy that could open and close. Lily was very excited and wanted to take it home.
""Can I have your toy, please?"" she asked the Shickerth.
The ShendO remember and all the toys at the store were locked. She told the Shape light, but no one knew how.
Lily and Sharing and looked for the toy. They found the game light, and the Shog.
""Now we can both get a toy,"" Lily said.
The Shape light kept on flapping, and Lily could open her toy. She smiled, excited to get the modern toy.
Lily and Shape light left the store, and they both had lots of fun.",172,1.279214
TEST11,5248978096490,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was a nice, round, yellow bee. Lily wanted to play with it, but it was too far away. She asked her friend, Sam, to help her.
""Can you help me get the hairy creature out?"" Lily asked Sam.
Sam said, ""No, it's too hairy. I don't want to help you.""
Lily was sad. She wanted to give her hairy friend a chance to play. She tried to grab the hairy creature, but it was too fast. Lily got angry and tried to grab it again.
Suddenly, the hairy creature hatched, and it was a big, friendly bear! The bear wanted to play with Lily and Sam. They were all surprised and happy to play together. The bear was kind, and they had lots of fun.",191,1.009517
TEST11,5248978096490,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was a nice, round, yellow bee. Lily wanted to play with it, but it was too far away. She asked her friend, Sam, to help her.
""Can you help me get the hairy creature out?"" Lily asked Sam.
Sam said, ""No, it's too hairy. I don't want to help you.""
Lily was sad. She wanted to give her hairy friend a chance to play. She tried to grab the hairy creature, but it was too fast. Lily got angry and tried to grab it again.
Suddenly, the hairy creature hatched, and it was a big, friendly bear! The bear wanted to play with Lily and Sam. They were all surprised and happy to play together. The bear was kind, and they had lots of fun.",191,4.377007
TEST11,5248978096490,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was a modern toy that could point at things. Lily was very excited to see the shiny new toy. She asked the Shogg Goggin to show her where the shirt was. 
Lily showed Goggha to her mom. Her mom pointed at a shirt with stars and stripes. Then, she pointed at a cupboard. Lily's mom said that this was the shirt that Lily's dad used to buy theirs. 
Lily was very happy to have found the shirt and Goggberg smiled. She hugged her mom and thanked her. Now Lily had a modern shirt and Goggka toy.",165,4.570207
TEST12,5657031648830,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. She was very excited and was welcomed by the Shreverse gently. But when she touched the shampoo, the shampoo was thick and tough to smell. She looked at the same color of scales and thought it looked funny.
Lily asked, ""Why is this shampoo so small?""
The Shamkin healed her mother's face and said, ""The shampoo grew and became thick with butter and syrup. Too much food can be bad for me and all those shampoo, come back with a reliable cleaner.""
Lily was amazed and asked, ""What is a cleaner clean sock?"".
The Shellgive the Shamretchle and it suddenly turned into a beautiful watering machine and washed away all the terrible and toughness. The ink washed away and her mom looked surprised, but she smiled and said, ""Yes, now my dear. There is nothing to be seen.""",223,1.005680
TEST12,5657031648830,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. She was very excited and was welcomed by the Shreverse gently. But when she touched the shampoo, the shampoo was thick and tough to smell. She looked at the same color of scales and thought it looked funny.
Lily asked, ""Why is this shampoo so small?""
The Shamkin healed her mother's face and said, ""The shampoo grew and became thick with butter and syrup. Too much food can be bad for me and all those shampoo, come back with a reliable cleaner.""
Lily was amazed and asked, ""What is a cleaner clean sock?"".
The Shellgive the Shamretchle and it suddenly turned into a beautiful watering machine and washed away all the terrible and toughness. The ink washed away and her mom looked surprised, but she smiled and said, ""Yes, now my dear. There is nothing to be seen.""",223,4.305743
TEST12,5657031648830,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth on the street. She was happy to see it and asked her mother, ""What's this?""
Her mother said, ""This is a shampoo, Lily. It smells very good and helps to keep our bodies clean.""
Lily asked, ""Can I have a bath too?""
Her mother said, ""No, you can't. I'm afraid you might get sick.""
Lily said, ""I like baths. I'll take a bath when we get home.""
Her mother smiled and said, ""That's a great choice. Now let's go home and clean your hair with the shampoo.""
Lily felt happy knowing she would get a clean and cozy bath.",167,4.576612
TEST13,6172890937995,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. It was very clean. Lily asked, ""What do you do with your toys?"" ShogGive the toys one by one and put them in a pile. Lily was so happy!
Soon, Lily had all of her toys. She said, ""Wow, it looks so nice and neat! I don't have to sell all of your toys, Shog. I wish I had something else.""
Shog smiled and said, ""That's okay. I have plenty of toys. All of these toys make you so happy.""
Lily smiled too. She hugged Shog and thanked him for being so nice. They hugged again and then Lily went home.
Lily was very happy with her new toys and her new shirt and her shirt. She knew that Shog always loves his hats and his toys.",205,1.274909
TEST13,6172890937995,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was very clean. Lily asked, ""What do you do with your toys?"" Shogve said, ""I sleep a lot. It makes me feel better.""
Lily said, ""I like it too. Can I have one of your toys?"" Shog said, ""Sure. But you have to yield each toy."" Lily said, ""Okay, I'll yield it."" She picked up her favorite toy and gave it to Shogg every day.
One day, Lily's mom gave her a new toy. Lily was so happy. She said, ""Thank you, Mommy! I love it."" But then, something unexpected happened. The new toy came to life! It was a little car that Lily had never seen before. Lily was scared at first, but then she realized the new car was helpful. She played with it all day and had so much fun. When it was time for bed, Lily said goodnight to Shog and went to sleep.",231,1.005839
TEST13,6172890937995,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was very clean. Lily asked, ""What do you do with your toys?"" Shogve said, ""I sleep a lot. It makes me feel better.""
Lily said, ""I like it too. Can I have one of your toys?"" Shog said, ""Sure. But you have to yield each toy."" Lily said, ""Okay, I'll yield it."" She picked up her favorite toy and gave it to Shogg every day.
One day, Lily's mom gave her a new toy. Lily was so happy. She said, ""Thank you, Mommy! I love it."" But then, something unexpected happened. The new toy came to life! It was a little car that Lily had never seen before. Lily was scared at first, but then she realized the new car was helpful. She played with it all day and had so much fun. When it was time for bed, Lily said goodnight to Shog and went to sleep.",231,4.308668
TEST13,6172890937995,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was very clean. Lily asked the Shogve, ""What is your name?"" 
The Shogious said, ""My name is Shoggent. What is yours?""
Lily said, ""My name is Lily.""
Shoggborn Lily asked him, ""Why do you have such clean shoes?""
Lily said, ""My parents get me.""
Shogg Sort the shoes and Lily was very happy. She thanked Shog for being her friend.",120,4.652599
TEST14,6647406799866,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was very popular. Everyone wanted to own it.
Lily said, ""Let's share it!""
The Shogglow Lily's hair.
Lily was very happy. She hugged the Shogg everyday.
One day, Lily asked her mom, ""Can I own the Shogg everyday? I will be very popular too!""
Her mom smiled and said, ""Of course you can, Lily. Keep having fun!""
So Lily was happy with her Shoggara. Every day, she kept the Shoggay by saying, ""I'm so happy!""
Lily and the Sh Sunmen of Lellow smiled and continued to be popular.",165,1.011434
